Month,Make,AccidentArea,MonthClaimed,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P,RegistrationDate
Nov,Mazda,Urban,Nov,Sport,23672,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0,01:01.0
Nov,Toyota,Urban,Nov,Sport,23472,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Toyota,Urban,Dec,Sedan,25083,400,2,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Mazda,Urban,Oct,Sedan,25066,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Honda,Urban,Sep,Sedan,20542,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Toyota,Urban,Aug,Sedan,27696,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Toyota,Urban,Aug,Sport,31382,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jul,Pontiac,Urban,Jul,Sport,2046,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Chevrolet,Rural,Jun,Sedan,26726,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
May,Honda,Urban,May,Sedan,22569,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Toyota,Urban,May,Sedan,23957,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Chevrolet,Urban,May,Sport,22383,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
May,Honda,Rural,May,Sedan,21571,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Honda,Urban,Jul,Sedan,20386,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Honda,Urban,Apr,Sedan,36066,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jan,Pontiac,Urban,Jan,Sport,26207,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Toyota,Urban,Jan,Sedan,26170,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Toyota,Urban,Sep,Sedan,27221,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,VW,Urban,Dec,Sedan,30471,700,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Toyota,Urban,Oct,Sport,30693,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0,01:01.0
Oct,Honda,Urban,Oct,Sport,36794,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jul,Ford,Rural,Aug,Sedan,61517,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Honda,Urban,Jul,Sedan,21985,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Toyota,Urban,Jun,Sedan,22007,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Apr,Mazda,Urban,Apr,Sport,20362,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Toyota,Urban,Apr,Sport,89718,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Honda,Rural,Apr,Sedan,24391,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Toyota,Urban,Apr,Sedan,22137,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Pontiac,Urban,Nov,Sedan,26134,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Chevrolet,Urban,Dec,Sedan,58423,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Toyota,Urban,Jul,Sedan,20615,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Pontiac,Urban,Jul,Sedan,23333,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Honda,Urban,May,Sport,28164,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,Liability,0,01:01.0
May,Chevrolet,Urban,May,Sport,23849,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Chevrolet,Rural,May,Sport,53467,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Pontiac,Rural,May,Sedan,20234,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jan,Toyota,Urban,Jan,Sedan,28355,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Mazda,Urban,Jan,Sedan,30549,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Toyota,Urban,Jul,Sedan,27320,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Chevrolet,Urban,Dec,Sedan,37923,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Feb,Mazda,Rural,Feb,Sedan,31189,500,1,more than 30,more than 30,2 to 4,over 25,No,No,External,1 year,2 vehicles,Collision,0,01:01.0
Dec,Toyota,Urban,Dec,Sport,24643,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Feb,Toyota,Urban,Feb,Sport,27829,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Honda,Urban,Mar,Sedan,24921,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,1608,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Apr,Pontiac,Urban,Apr,Sedan,23196,400,2,more than 30,more than 30,1,over 25,Yes,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,,Urban,Sep,Sport,35714,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Mazda,Urban,Jun,Sedan,26085,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Dec,Mazda,Urban,Dec,Sport,36570,700,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Toyota,Urban,Dec,Sedan,38062,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Toyota,Urban,Dec,Sport,30170,,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Pontiac,Urban,Dec,Sedan,28128,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Dec,Chevrolet,Urban,Dec,Sport,34054,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Pontiac,Urban,Dec,Sedan,34372,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Chevrolet,Urban,Dec,Sport,33991,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Chevrolet,Urban,Dec,Sedan,73833,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Honda,Urban,Dec,Sport,99070,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Honda,Urban,Sep,Sport,21185,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Toyota,Urban,Apr,Sport,26288,400,1,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0,01:01.0
Mar,Mazda,Urban,Apr,Sport,22533,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Chevrolet,Urban,Dec,Sedan,41039,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Toyota,Urban,Dec,Sedan,27647,400,2,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,All Perils,0,01:01.0
Apr,Pontiac,Urban,May,Sedan,26688,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Mazda,Urban,Mar,Sport,27663,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Honda,Urban,Mar,Sport,37302,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Feb,Chevrolet,Urban,Feb,Sport,37680,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Honda,Urban,Nov,Sedan,31102,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jan,Honda,Urban,Feb,Sedan,26835,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
May,Accura,Urban,Aug,Sedan,72482,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
May,Honda,Urban,May,Sedan,71152,400,3,more than 30,more than 30,2 to 4,25 and under,No,No,External,no change,3 to 4,Collision,0,01:01.0
Jun,Honda,Urban,Jul,Sedan,35820,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
May,Ford,Urban,May,Sport,31126,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Accura,Urban,Jul,Utility,93086,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Accura,Urban,Jun,Utility,95909,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Honda,Rural,Jun,Sedan,6314,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Toyota,Urban,Sep,Sport,27448,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Toyota,Urban,Oct,Sport,23350,700,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Honda,Urban,Aug,Sport,73476,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Pontiac,Urban,Oct,Sport,36640,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0,01:01.0
Dec,Dodge,Urban,Dec,Sport,31559,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Honda,Urban,Dec,Sport,20750,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Oct,Pontiac,Urban,Oct,Sedan,22257,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Honda,Urban,Nov,Sport,72100,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Toyota,Urban,Dec,Sedan,36199,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Pontiac,Urban,Dec,Sedan,21402,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Mazda,Urban,May,Sport,38160,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
May,Mazda,Urban,May,Sport,35061,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
May,Toyota,Urban,May,Sport,27244,,3,more than 30,more than 30,none,over 25,No,,External,2 to 3 years,1 vehicle,Liability,0,01:01.0
Jul,Mazda,Urban,Jul,Sedan,26701,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Chevrolet,Urban,Jul,Sedan,83322,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Saab,Rural,Jul,Sedan,31665,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Ford,Urban,Jul,Sedan,24590,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,28328,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,48276,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Chevrolet,Urban,Dec,Sedan,23738,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Sep,Accura,Urban,Sep,Sedan,30356,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Toyota,Urban,Oct,Sedan,27785,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Oct,Toyota,Urban,Dec,Sedan,16395,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Dec,Toyota,Urban,Dec,Sport,24948,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Ford,Urban,Dec,Sedan,8996,400,2,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,0,01:01.0
Apr,Mazda,Urban,Apr,Sport,21478,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Pontiac,Urban,Dec,Sedan,21027,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Dec,Honda,Urban,Dec,Sport,37632,400,1,8 to 15,8 to 15,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Toyota,Urban,May,Sedan,85888,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Honda,Urban,Jun,Sport,34077,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Chevrolet,Urban,Sep,Sport,37482,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Honda,Urban,Nov,Sedan,35166,400,4,more than 30,more than 30,none,over 25,No,No,Internal,no change,1 vehicle,Collision,0,01:01.0
Jul,Toyota,Urban,Aug,Sedan,25523,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Accura,Urban,Dec,Sport,90201,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Honda,Urban,Nov,Sport,22860,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Toyota,Urban,Nov,Sedan,20096,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,3 to 4,All Perils,0,01:01.0
May,Mazda,Urban,May,Sedan,24325,400,1,more than 30,more than 30,1,over 25,Yes,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Honda,Urban,Mar,Sport,20675,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Oct,Honda,Urban,Nov,Sedan,28973,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Honda,Urban,Dec,Sedan,23748,400,4,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Mazda,Urban,Dec,Sedan,22137,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Honda,Urban,Oct,Sedan,28596,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Mazda,Urban,Dec,Sedan,23534,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,21883,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Sep,Mazda,Urban,Sep,Sedan,21980,400,3,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,0,01:01.0
Sep,Pontiac,Rural,Sep,Sport,20298,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Honda,Urban,Sep,Sedan,20805,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Pontiac,Urban,Jul,Sedan,33496,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Aug,Mazda,Urban,Sep,Sport,77371,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Pontiac,Urban,Jan,Sedan,24624,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Dec,Ford,Urban,Dec,Sport,65112,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Mazda,Urban,Dec,Sedan,37144,400,1,more than 30,more than 30,1,over 25,No,No,Internal,no change,1 vehicle,Collision,0,01:01.0
Aug,Chevrolet,Urban,Aug,Sedan,34767,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Feb,Mazda,Urban,Feb,Sedan,23672,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Feb,Pontiac,Urban,Feb,Sport,20141,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Feb,Mazda,Urban,Feb,Sedan,82671,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Toyota,Urban,Jun,Sedan,21917,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
May,Chevrolet,Urban,May,Sedan,71273,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Aug,Mazda,Urban,Aug,Sport,26898,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Mazda,Urban,Aug,Sedan,31334,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Toyota,Urban,Jul,Sedan,28210,500,2,more than 30,more than 30,more than 4,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,0,01:01.0
May,Toyota,Urban,May,Sedan,25022,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Mazda,Urban,May,Sport,24476,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Pontiac,Urban,Apr,Sedan,25470,400,2,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,0,01:01.0
Apr,Honda,Urban,Apr,Sport,24458,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Toyota,Urban,May,Sedan,91149,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Apr,Mazda,Urban,Jun,Sedan,20741,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Pontiac,Urban,Apr,Sedan,33798,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Honda,Urban,Jan,Sedan,20266,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Pontiac,Urban,Nov,Sedan,2916,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Pontiac,Rural,Dec,Sport,21901,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Toyota,Urban,Sep,Sedan,83275,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Sep,Toyota,Urban,Sep,Sport,20585,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,26665,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,Collision,0,01:01.0
